許可證字號,註銷狀態,註銷日期,註銷理由,有效日期,發證日期,許可證種類,醫療器材級數,通關簽審文件編號,中文品名,英文品名,醫器主類別一,醫器次類別一,限制項目,申請商名稱,申請商地址,申請商統一編號,製造商名稱,製造廠廠址,製造廠國別,異動日期,效能,製程,製造廠公司地址,劑型,包裝
衛署醫器輸字第002139號,已註銷,1990-02-26,有效期限已屆,1987-07-14,1982-07-14,醫　器,,DHA00600213901,人工水晶體眼球,"""INTERMEDICS"" INTRAOCULAR LENSES","0314 人工水晶體眼球",,"輸　入 ",惠明光學股份有限公司,台北巿敦化北路３０９號８樓之２,,"INTERMEDICS INTRAOCULAR INC.","169N. HALSTEAD STREET PASADENA. CA 91107. USA","UNITED STATES",2001-12-30,,,,,
衛署醫器輸字第002140號,已註銷,1990-02-26,有效期限已屆,1987-07-14,1982-07-14,醫　器,,DHA00600214002,急救氧氣設備,"""HUDSON"" DEMAND RESUSCITATION UNIT","0209 緊急甦醒器",,"輸　入 ",新毅貿易股份有限公司,台北巿羅斯福路三段２７７號７樓Ｂ,,"HUDSON OXYGEN THERAPY SALES CO.","27711 DIAZ STREET TEMECULA CALIFORNIA 92390 U.S.A.","UNITED STATES",2001-12-30,,,,,
衛署醫器輸字第002141號,已註銷,2007-07-27,許可證已逾有效期,1989-07-14,1982-07-14,醫　器,,DHA00600214101,人工水晶體眼球,"""IOLAB"" INTRAOCULAR LENSES","0314 人工水晶體眼球",,"輸　入 ",嬌生股份有限公司,台北巿敦化南路２段３１９號３、４、５樓,30814854,"IOLAB CORP.","861 SOUTH VILLAGE OAKS DRIVE COVINA CALIFORNIA 91724 USA","UNITED STATES",2007-09-03,,,,,
衛署醫器輸字第002142號,已註銷,1988-03-05,有效期間已屆未能補件,1987-07-14,1982-07-14,醫　器,,DHA00600214203,碳化纖維人工骨索,"""JOHNSON"" JENKINS LIGAMENT","0399 其他",,"輸　入 ",嬌生股份有限公司,台北巿敦化南路２段３１９號３、４、５樓,30814854,"JOHNSON & JOHNSON LTD. SLOUGH","260 BATH RD. SLOUGH BERKS SL 1 4EA ENGLAND","UNITED KINGDOM",2001-12-30,,,,,
衛署醫器輸字第002143號,已註銷,1990-02-26,有效期限已屆,1987-07-17,1982-07-17,醫　器,,DHA00600214305,心電計,"""HELLIGE"" ELECTROCARDIOGRAPHS","0801 心電計",,"輸　入 ",長振儀器股份有限公司,台北巿農安街２７１巷９號１２Ｆ,04575175,"HELLIGE GMBH","HEINRICH-VON-STEPHAN-STRABE 4 D-7800 FREIBURG IM BREISGAU W. GERMANY",GERMANY,2001-12-30,,,,,
衛署醫器輸字第002155號,已註銷,1999-11-01,未展延而逾期者;;改列無須辦理查驗之醫療器材,1989-07-23,1982-07-23,醫　器,,DHA00600215502,脈管閉合器,"""CORDIS"" VESSEL OCCLUDER","0399 其他",,"輸　入 ",甘德股份有限公司,台北巿民族東路２號８樓之１,04426366,"CORDIS CORPORATION","14201 N.W. 60TH AVENUE MIAMI LAKES, FLORIDA 33014 U.S.A","UNITED STATES",2001-12-30,,,,,
衛署醫器輸字第010867號,,,,2019-09-29,2004-09-29,醫　器,,DHA00601086704,"""佳能"" X光數位攝影儀","""CANON"" X-RAY DIGITAL RADIOGRAPHY","P 放射學科用裝置",,"輸　入 ",老達利貿易股份有限公司,台北市南港區重陽路２２３號５樓,03185902,"CANON COMPONENTS, INC.","3461-1 SHICHIONGI, OHAZA, KAMISATO-MACHI, KODAMA-GUN, SAITAMA, JAPAN",JAPAN,2014-10-28,,,,,
衛署醫器輸字第010885號,,,,2014-10-19,2004-10-19,醫　器,,DHA00601088506,"""川澄"" 血漿成分分離器","""KAWASUMI"" EVAFLUX PLASMA FRACTIONATOR","H 胃腸病學-泌尿學科用裝置",,"輸　入 ",茂信股份有限公司,台北市仁愛路三段２９號７Ｆ之２,03299601,"KAWASUMI LABORATORIES,INC. MIE FACTORY","7-1, TAMADA, MIE-MACHI, BUNGO-ONO-SHI, OITA 879-7153, JAPAN",JAPAN,2009-09-17,,,,,
衛署醫器輸字第002156號,已註銷,1990-02-26,有效期限已屆,1987-07-23,1982-07-23,醫　器,,DHA00600215601,超音波診斷器,"""PIE DATA"" REAL-TIME ULTRASOUND","1207 超音波即時診斷裝置",,"輸　入 ",邁康企業股份有限公司,台北巿大安區和平東路三段４９號２樓之４,30941789,"PIE DATA MEDICAL BV","PHILIPSWEG 1, 6227 AJ MAASTRICHT HOLLAND",NETHERLANDS,2001-12-30,,,,,
衛署醫器輸字第002157號,已註銷,1987-01-16,列屬無須查驗登記項目範圍,1987-07-23,1982-07-23,醫　器,,DHA00600215703,子宮鏡,"""RICHARD WOLF"" HYSTEROSCOPE","0908 子官鏡",,"輸　入 ",香港商實密股份有限公司台灣分公司,台北巿民生東路３４４號５Ｆ,23525844,"RICHARD WOLF GMBH","D-75438 KNITTLINGEN, POSTFACH 40, GERMANY",GERMANY,2001-12-30,,,,,
衛署醫器輸字第002158號,已註銷,1990-02-26,有效期限已屆,1987-07-23,1982-07-23,醫　器,,DHA00600215805,咽喉鏡,"""COLSON"" LARYNGOSCOPES","0925 喉鏡",,"輸　入 ",福田儀器股份有限公司,台北巿仁愛路一段４號４樓,03505829,"COLSON HEUBES & CIE","62 AVENUE DU CAPITAINE GLARNER BOLTE POSTALE 141, 93403 SAINT QUEN CEDEX FRANCE",FRANCE,2001-12-30,,,,,
衛署醫器輸字第002159號,已註銷,1990-02-26,有效期限已屆,1987-07-23,1982-07-23,醫　器,,DHA00600215907,十二指腸管,"""PHARMA"" DUODENAL TUBE","0608 其他重症室及心臟加強",,"輸　入 ",春菖貿易有限公司,台北巿基隆路一段１４７巷１０號１Ｆ,20833614,"PHARMA-PLAST A/S","KIRKE VAERLOSEVEJ 30 DK-3500 VAERLOSE",DENMARK,2001-12-30,,,,,
衛署醫器輸字第002160號,已註銷,1990-02-26,有效期限已屆,1987-07-23,1982-07-23,醫　器,,DHA00600216005,臨床超音波圖表積量分析儀,"""NUMONICS"" CLINICAL GRAPHICS ANALYZER","1206 超音波診斷裝置",,"輸　入 ",醫達儀器股份有限公司,台北巿信義路四段１５１號１２樓,36537081,"NUMONICS CORPORATION","418 PIERCE STREET, LANSDALE PA. 19446 USA","UNITED STATES",2001-12-30,,,,,
衛署醫器輸字第002161號,已註銷,1990-02-26,有效期限已屆,1987-07-30,1982-07-30,醫　器,,DHA00600216107,熱稀釋導管,"""GOULD""THERMODILUTION CATHETERS","0606 熱稀釋導管",,"輸　入 ",慶鐘企業有限公司,台北巿忠孝西路一段２３９號,03581918,"GOULD INC. MEDICAL PRODUCTS DIVISION","2676 INDIAN RIPPLE ROAD DAYTON OHIO 45440 USA.","UNITED STATES",2001-12-30,,,,,
衛署醫器輸字第002162號,已註銷,1987-11-24,有效期間已屆未能補件,1987-07-30,1982-07-30,醫　器,,DHA00600216209,血壓監視組合套,"GOULD""PRESSURE MONITORING KIT","0699 其他",,"輸　入 ",慶鐘企業有限公司,台北巿忠孝西路一段２３９號,03581918,"GOULD INC. MEDICAL PRODUCTS DIVISION","2230 STATHAM BOULEVARD OXNARD CALIFORNIA 93030. USA","UNITED STATES",2001-12-30,,,,,
衛署醫器輸字第002163號,已註銷,1990-02-26,有效期限已屆,1987-07-30,1982-07-30,醫　器,,DHA00600216301,心臟整律器分析儀,"""C.O.M."" COMPACE","0699 其他",,"輸　入 ",班友實業有限公司,台北巿忠孝東路四段３２５號７樓,04943896,"C.O.M. SCIENTIFIC INDUSTRIES LTD.","ESHKOL TOWER HAIFA P.O.BOX 9292. HAIFA 31092. ISRAEL",ISRAEL,2001-12-30,,,,,
衛署醫器輸字第002175號,已註銷,1990-02-26,有效期限已屆,1987-08-10,1982-08-10,醫　器,,DHA00600217505,球狀心導管幫浦,"""HOEK LOOS"" INTRA-AORTIC BALLOON PUMP","1313 點滴量控制器",,"輸　入 ",尚上股份有限公司,台北巿中山區長安東路二段５２號６樓,,"HOEK LOOS","1 HAVENSTRAAT P. O. BOX 783100 AB SCHIEDAM NETHERLANDS",NETHERLANDS,2001-12-30,,,,,
衛署醫器輸字第002176號,已註銷,1990-02-26,有效期限已屆,1987-08-10,1982-08-10,醫　器,,DHA00600217607,嬰兒呼吸器,"""HOEK LOOS"" INFANT VENTILATOR","0202 嬰兒呼吸補助器",,"輸　入 ",尚上股份有限公司,台北巿中山區長安東路二段５２號６樓,,"HOEK LOOS","1 HAVENSTRAAT P. O. BOX 783100 AB SCHIEDAM NETHERLANDS",NETHERLANDS,2001-12-30,,,,,
衛署醫器輸字第002177號,已註銷,1987-08-21,列屬無須查驗登記項目範圍,1987-08-10,1982-08-10,醫　器,,DHA00600217709,抽痰管,"""SEAMLESS"" SUCTION CATHETER","0205 吸引導管",,"輸　入 ",前茂企業股份有限公司,台北巿建國北路二段８５號３樓,12318235,"SEAMLESS HOSPITAL PRODUCTS CO.","P.O. BOX 828 WALLINGFORD CONN. 06492 USA","UNITED STATES",2001-12-30,,,,,
衛署醫器輸字第002178號,已註銷,1990-02-26,有效期限已屆,1987-08-12,1982-08-12,醫　器,,DHA00600217801,陽壓呼吸器,"""EAST-RADCLIFFE"" POSITIVE PRESSURE RESPIRATOR","0201 呼吸補助器",,"輸　入 ",禾新貿易有限公司,台北巿迪化街一段１１９號,96887646,"H.G. EAST & CO. LTD.","SANDY LANE WEST LITTLEMORE, OXFORD OX4 5JT ENGLAND","UNITED KINGDOM",2001-12-30,,,,,
衛署醫器輸字第004574號,已註銷,2007-07-20,許可證已逾有效期,2004-02-05,1987-02-05,醫　器,,DHA00600457403,人工膝關節,"""BIOMET"" TOTAL KNEE SYSTEMS","0334 人工關節",,"輸　入 ",西河國際股份有限公司,台北巿博愛路１２號１樓,04270770,"BIOMET, INC.","AIRPORT INDUSTRIAL PARK WARSAW, INDIANA 46580","UNITED STATES",2007-09-03,,,,,
衛署醫器輸字第002179號,已註銷,1990-02-26,有效期限已屆,1987-08-12,1982-08-12,醫　器,,DHA00600217900,輕便型呼吸器,"""EAST-RADCLIFFE"" PORTABLE RESPIRATOR","0201 呼吸補助器",,"輸　入 ",禾新貿易有限公司,台北巿迪化街一段１１９號,96887646,"H.G. EAST & CO. LTD.","SANDY LANE WEST LITTLEMORE, OXFORD OX4 5JT ENGLAND","UNITED KINGDOM",2001-12-30,,,,,
衛署醫器輸字第002180號,已註銷,1990-02-26,有效期限已屆,1987-08-12,1982-08-12,醫　器,,DHA00600218001,陰陽壓呼吸器,"""EAST-RADCLIFFE"" POSTIVE NEGATIVE RESPIRATOR","0201 呼吸補助器",,"輸　入 ",禾新貿易有限公司,台北巿迪化街一段１１９號,96887646,"H.G. EAST & CO. LTD.","SANDY LANE WEST LITTLEMORE, OXFORD OX4 5JT ENGLAND","UNITED KINGDOM",2001-12-30,,,,,
衛署醫器輸字第002181號,已註銷,1990-02-26,有效期限已屆,1987-08-12,1982-08-12,醫　器,,DHA00600218100,熱波電療器,"""DIAPULSE"" THERAPY","1807 電流刺激器",,"輸　入 ",民友實業有限公司,台北巿南京東路四段４７號８Ｆ,20541623,"DIAPULSE INTERNATIONAL SALES CORPORATION","475 NORTHERN BLVD, GREAT NECK. NEW YORK 10021 U.S.A.","UNITED STATES",2001-12-30,,,,,
衛署醫器輸字第002182號,已註銷,2013-01-17,許可證已逾有效期,2009-02-09,1982-08-12,醫　器,,null,全身電腦斷層攝影機,"WHOLE-BODY COMPUTER TOMOGRAPHY ""SIEMENS""","2405 電腦斷層掃描儀",,"輸　入 ",友信行股份有限公司,台北市敦化南路二段９７號１４樓,03074716,"SIEMENS AKTIENGESELLSCHAFT MEDICAL SOLUTIONS GROUP COMPUTED TOMOGRAPHY (CT)","SIEMENSSTRABE 1 D-91301 FORCHHEIM GERMANY",GERMANY,2013-01-18,,,,,
衛署醫器輸字第002183號,已註銷,1990-02-26,有效期限已屆,1987-08-12,1982-08-12,醫　器,,DHA00600218304,血管攝影注射機,"""SYBRON"" ANGIOGRAPHIC INJECTOR","1104 血管攝影注射機",,"輸　入 ",全寧股份有限公司,台北巿青島東路７號３樓之１,03186901,"SYBRON CORPORATION MEDICAL PRODUCTS DIVISION","P.O. BOX 23077 ROCHESTER N.Y.14692 USA","UNITED STATES",2001-12-30,,,,,
衛署醫器輸字第010948號,,,,2019-12-07,2004-12-07,醫　器,,DHA00601094804,"""登特斯""骨內固定植體系列","""DENTOS"" INTRAOSSEOUS FIXATION SCREWS","F 牙科用裝置",,"輸　入 ",新雅貿易有限公司,台北市南昌街一段１４７巷２弄２號,04629398,"DENTOS INC.","1-5 Galsan-Dong,Dalseo-Gu,Daegu,Korea.",KOREA,2014-07-14,詳如中文仿單核定本,,,,
衛署醫器輸字第010991號,已註銷,2012-11-06,許可證已逾有效期,2010-01-03,2005-01-03,醫　器,,DHA00601099105,"""美提斯"" 體外震波治療機","""MTS' ORTHOPAEDIC SHOCK WAVE  SYSTEM","N 骨科用裝置",,"輸　入 ",美提斯企業有限公司,新北市新店區安和路2段175號5樓,80076298,"MTS EUROPE GMBH","ROBERT-BOSCH-STRABE 18, D-78467 KONSTANZ/GERMANY",GERMANY,2012-11-07,,,,,
衛署醫器輸字第011020號,,,,2020-01-26,2005-01-26,醫　器,,DHA00601102003,"""賽客"" 氫氧化鈣窩洞襯底","""KERR"" LIFE","F 牙科用裝置",,"輸　入 ",湧傑企業股份有限公司,台北市松山區敦化南路一段2號5樓之1,84470624,"KERR CORPORATION","28200 WICK ROAD ROMULUS, MICHIGAN 48174, U.S.A.","UNITED STATES",2014-09-30,詳如中文仿單核定本,,,,
衛署醫器輸字第004343號,已註銷,2005-03-02,未展延而逾期者,1991-08-06,1986-08-06,醫　器,,DHA00600434300,氧氣濃縮機,"""DEVILBISS"" OXYGEN CONCENTRATOR","0299 其他",,"輸　入 ",嘉舜實業有限公司,台北縣重新路五段６０９巷２０號８Ｆ之１,12431877,"SUNRISE MEDICAL HHG INC.RESPIRATORY PRODUCTS DIVISION DBA DEVILBISS HEALTH CAR","100 DEVILBISS DRIVE SOMERSET,PA 15501 U.S.A.","UNITED STATES",2005-03-03,,,,,
衛署醫器輸字第002184號,已註銷,1991-01-10,移轉（申請商）,1991-08-12,1982-08-12,醫　器,,DHA00600218406,外科用單股聚酯皮內縫合線附針,"""B.BRAUN"" SECUREX","1608 聚酯外科縫合線（附針",,"輸　入 ",雅基利股份有限公司,台北市忠孝東路一段１１２號５樓,11725213,"B. BRAUN MELSUNGEN AG.","CARL-BRAUN-STRASSE 1, D-34212 MELSUNGEN GERMANY",GERMANY,2001-12-30,,,,,
衛署醫器輸字第002185號,已註銷,2004-12-01,未展延而逾期者,1998-08-12,1982-08-12,醫　器,,DHA00600218508,外科用腹部縫合線附針,"""B.BRAUN"" VENTROFIL","1699 其他",,"輸　入 ",雅基利股份有限公司,台北市忠孝東路一段１１２號５樓,11725213,"B. BRAUN MELSUNGEN AG.","CARL-BRAUN-STRASSE 1, D-34212 MELSUNGEN GERMANY",GERMANY,2004-12-06,,,,,
衛署醫器輸字第002186號,已註銷,1991-10-23,自請註銷,1991-08-12,1982-08-12,醫　器,,DHA00600218600,臨時起博電極,"""CORDIS"" TEMPORARY PERVENOUS LEAD","0619 重症室及心臟加強監護",,"輸　入 ",甘德股份有限公司,台北巿民族東路２號８樓之１,04426366,"CORDIS CORPORATION","14201 N.W. 60TH AVENUE MIAMI LAKES, FLORIDA 33014 U.S.A","UNITED STATES",2001-12-30,,,,,
衛署醫器輸字第011091號,,,,2015-03-15,2005-03-15,醫　器,,DHA00601109100,"""高研"" 氣切扣","""KOKEN"" TRACHEAL OPENING RETAINER","D 麻醉學科用裝置",,"輸　入 ",厚都企業有限公司,台北市松山區光復北路85巷17號1樓,84209171,"KOKEN CO., LTD. TSURUOKA FACTORY","1-18-36, TAKARADA, TSURUOKA-SHI, YAMAGATA, 997-0011 JAPAN",JAPAN,2011-08-29,詳如中文仿單核定本,,,,
衛署醫器輸字第002187號,已註銷,1999-11-01,未展延而逾期者;;改列無須辦理查驗之醫療器材,1989-08-12,1982-08-12,醫　器,,DHA00600218702,心臟整律器,"""CORDIS"" EXTERNAL PACING SYSTEMS","0609 體外心臟整律器",,"輸　入 ",甘德股份有限公司,台北巿民族東路２號８樓之１,04426366,"CORDIS CORPORATION","14201 N.W. 60TH AVENUE MIAMI LAKES, FLORIDA 33014 U.S.A","UNITED STATES",2001-12-30,,,,,
衛署醫器輸字第002198號,已註銷,2007-07-30,許可證已逾有效期,2003-08-12,1982-08-20,醫　器,,DHA00600219804,血管照影導管,"""CORDIS"" DUCOR ANGIOGRAPHIC CATHETERS.","0611 心臟示波器",,"輸　入 ",甘德股份有限公司,台北市中山區民族東路96之2號3樓,04426366,"CORDIS CORPORATION","14201 N.W. 60TH AVENUE MIAMI LAKES, FLORIDA 33014 U.S.A","UNITED STATES",2007-09-03,,,,,
衛署醫器輸字第011111號,已註銷,2012-11-09,許可證已逾有效期,2010-03-24,2005-03-24,醫　器,,DHA00601111106,"""麥德盈"" 動力股骨板系統","""MEDIN"" DYNAMIC HIP SCREW SYSTEM","N 骨科用裝置",,"輸　入 ",盈溢有限公司,台北市和平東路3段119巷10弄10號1樓,84122914,"MEDIN, A.S.","VLACHOVICKA 619, 592 31 NOVE MESTO NA MORAVE. CZECH REPUBLIC","CZECH REPUBLIC",2012-11-19,,,,,
衛署醫器輸字第011417號,已註銷,2012-10-26,許可證已逾有效期,2010-05-25,2005-05-25,醫　器,,DHA00601141704,"""興和"" 眼底照相機","""KOWA"" FUNDUS CAMERA","M 眼科用裝置",,"輸　入 ",永明儀器有限公司,新北市中和區板南路667號11樓,27329246,"KOWA COMPANY, LTD. (HAMAMATSU FACTORY)","1-3-1 SHIN-MIYAKODA, HAMAMATSU-SHI, SHIZUOKA 431-2103, JAPAN",JAPAN,2012-10-30,,,,,
衛署醫器輸字第004344號,已註銷,2004-11-17,未展延而逾期者,1991-08-06,1986-08-06,醫　器,,DHA00600434402,超小型心電圖記錄裝置,"""MEDEC"" SUPER MINI TYPE EKG RECORDER","0803 心電圖紀錄器",,"輸　入 ",福達醫療儀器有限公司,台北巿安和路２段２１號３樓之１,04228197,"MEDEC INTERNATIONAL CO,LTD.","5-1,SUIDO 2-CHOME,BUNKYO KU TOKYO",JAPAN,2004-11-23,,,,,
衛署醫器輸字第004355號,已註銷,2000-08-24,未展延而逾期者,1991-08-20,1986-08-20,醫　器,,DHA00600435504,麻醉呼吸器,"""OHMEDA"" ANAESTHESIA VENTILATOR","0103 麻醉呼吸器",,"輸　入 ",班友實業有限公司,台北巿忠孝東路四段３２５號７樓,04943896,OHMEDA.,"ELIZABETH WAY, HARLOW, ESSEX CM19 5AB,","UNITED KINGDOM",2001-12-30,,,,,
衛署醫器輸字第004356號,已註銷,2000-08-24,未展延而逾期者,1991-08-20,1986-08-20,醫　器,,DHA00600435606,麻醉機,"""OHMEDA"" ANESTHESIA MACHINES","0101 麻醉器",,"輸　入 ",班友實業有限公司,台北巿忠孝東路四段３２５號７樓,04943896,OHMEDA.,"ELIZABETH WAY, HARLOW, ESSEX CM19 5AB,","UNITED KINGDOM",2001-12-30,,,,,
衛署醫器輸字第004357號,已註銷,2004-11-17,未展延而逾期者,1998-08-20,1986-08-20,醫　器,,DHA00600435708,中央監視器,"""H.P."" CENTRAL MONITOR","0613 中央監護系統",,"輸　入 ",惠普科技股份有限公司,台北巿復興北路３３７號８樓,20946791,"HEWLETT-PACKARD CO.","175 WYMAN STREET,WALTHAM,MASSACHUSETTS 02254","UNITED STATES",2004-11-25,,,,,
衛署醫器輸字第004380號,已註銷,1992-07-14,有效期間已屆未能補件,1991-09-12,1986-09-12,醫　器,,DHA00600438003,電燒灼器,"""BIRTCHER"" HYFRECATOR","1905 電燒灼器",,"輸　入 ",雄恆行股份有限公司,台北巿民權東路三段５８號八樓,03413602,"BIRTCHER CORPORATION","4501 NORTH ARDEN DRIVE, P.O. BOX 4399 EL MONTE, CALIFORNIA 91734","UNITED STATES",2001-12-30,,,,,
衛署醫器輸字第004381號,已註銷,2000-09-26,未展延而逾期者,1991-09-12,1986-09-12,醫　器,,DHA00600438105,人工血管,"""JOHNSON & JOHNSON"" VITAGRAFT VASCULAR GRAFT","0307 人工血管",,"輸　入 ",茂信股份有限公司,台北巿仁愛路三段２９號７Ｆ之２,03299601,"DERMA-LOCK MEDICAL CORP.","8200 S. AKRON ST., SUITE 108, ENGLEWOOD, COLORADO 80112","UNITED STATES",2001-12-30,,,,,
衛署醫器輸字第004403號,已註銷,1993-12-03,列屬無須查驗登記項目範圍,1998-09-17,1986-09-17,醫　器,,DHA00600440302,光線治療器,"""SANRITU"" PHOTO THERAPY UNIT","1808 光線治療器",,"輸　入 ",西河國際股份有限公司,台北巿博愛路１２號１樓,04270770,"SANRITU MEDICAL INSTRUMENT MFG. CO. LTD.","NO. 39-7, 3-CHOME HONGO BUNKYO-KU TOKYO, JAPAN",JAPAN,2001-12-30,,,,,
衛署醫器輸字第004404號,已註銷,2004-11-17,未展延而逾期者,1998-09-22,1986-09-22,醫　器,,DHA00600440404,骨髓內固定釘,"""HOWMEDICA"" GROSSE & KEMPF LOCKING NAIL SYSTEM","0304 人工骨釘",,"輸　入 ",傑奎股份有限公司,台北巿八德路二段１６７巷２１號２樓,12415829,"STRYKER TRAUMA GMBH.","PROFESSOR-KUNTSCHER-STRABE 1-5 D-24232 SCHONKIRCHEN GERMANY",GERMANY,2004-11-23,,,,,
衛署醫器輸字第002199號,已註銷,1999-10-07,未展延而逾期者;;改列無須辦理查驗之醫療器材,1989-08-12,1982-08-12,醫　器,,DHA00600219906,輸液控制器,"""TERUMO"" TERUFUSION INFUSION CONTROLLER","1313 點滴量控制器",,"輸　入 ",西河國際股份有限公司,台北巿博愛路１２號１樓,04270770,"TERUMO CORPORATION","44-1, 2-CHOME,HATAGAYE SHIBUYA-KU TOKYO, JAPAN",JAPAN,2001-12-30,,,,,
衛署醫器輸字第004405號,已註銷,2007-07-27,許可證已逾有效期,1988-06-02,1986-09-22,醫　器,,DHA00600440506,心臟導管,"""CRITIKON"" CARDIOVASCULAR CATHETER","0607 心導管",,"輸　入 ",嬌生股份有限公司,台北巿敦化南路２段３１９號３、４、５樓,30814854,"CRITIKON INC.","WILLOW GROVE ROAD, INDIAN MILLS, NEW JERSEY 08088","UNITED STATES",2007-09-03,,,,,
衛署醫器輸字第004407號,已註銷,2005-07-05,未展延而逾期者,1993-09-22,1986-09-22,醫　器,,DHA00600440700,太空輸血輸液用管,"""NORTON"" TYGON TUBING","1399 其他",,"輸　入 ",鑫東貿易有限公司,台北巿長安東路二段１４２號７Ｆ,04412969,"NORTON COMPANY","2664 GILCHRIST ROAD, AKRON OHIO 44305","UNITED STATES",2005-07-07,,,,,
衛署醫器輸字第004408號,已註銷,1996-08-30,註銷藥商許可執照,1991-09-22,1986-09-22,醫　器,,DHA00600440802,下平式凝固器,"""HONEST"" DR. SHIMODAIRA'S COAGULATOR UNIT","1999 其他",,"輸　入 ",昱昌貿易股份有限公司,台北巿長春路５００號７Ｆ,12372201,"HONEST MEDICAL CO., LTD.","34-10 MATSUSHIMA 3-CHOME,EDOGAWA-KU, TOKOYO, JAPAN",JAPAN,2001-12-30,,,,,
衛署醫器輸字第004419號,已註銷,2007-07-23,許可證已逾有效期,1991-09-24,1986-09-24,醫　器,,DHA00600441904,輸液控制器,"""OXIMETRIX"" I.V. CONTROLLER","1399 其他",,"輸　入 ",台灣亞培大藥廠股份有限公司,台北巿民生東路三段４９號六樓,23928728,"ABBOTT CRITICAL CARE SYSTEMS","755 JARVIS DRIVE MORGAN HILL CA 95037 U.S.A","UNITED STATES",2007-08-24,,,,,
衛署醫器輸字第010403號,,,,2013-09-19,2003-09-19,醫　器,,DHA00601040301,"""新那隆"" 歐羅直脈衝光系統","""SYNERON"" AURORA SR SYSTEM","I 一般及整型外科手術裝置",,"輸　入 ",守恆股份有限公司,台北市內湖區安美街１６３號９樓,16387900,"SYNERON MEDICAL LTD.","INDUSTRIAL ZONE, TAVOR BUILDING, P.O.B 550 YOKNEAM ILLIT 20692, ISRAEL",ISRAEL,2011-02-18,,,,,
